station_id,day_of_week,start_hour,end_hour,avg_util,rank
44a62bb258,Sunday,7,9,59.925093632958806,2.0
44a62bb258,Sunday,6,8,62.17228464419477,3.0
44a62bb258,Sunday,9,11,63.483146067415724,4.0
44a62bb258,Saturday,8,10,66.85393258426966,5.0
4573a9ca18,Sunday,7,9,5.5555555555555545,1.0
4573a9ca18,Sunday,8,10,5.5555555555555545,2.0
4573a9ca18,Sunday,9,11,5.5555555555555545,3.0
4573a9ca18,Saturday,6,8,6.172839506172839,4.0
4573a9ca18,Sunday,6,8,6.172839506172839,5.0
4a34bc74b0,Sunday,6,8,14.794007490636703,1.0
4a34bc74b0,Sunday,7,9,17.415730337078653,2.0
4a34bc74b0,Saturday,6,8,17.790262172284645,3.0
4a34bc74b0,Saturday,7,9,20.224719101123597,4.0
4a34bc74b0,Sunday,8,10,20.224719101123597,5.0
4ce863e612,Saturday,15,17,2.0634920634920633,1.0
4ce863e612,Saturday,14,16,2.0634920634920637,2.0
4ce863e612,Sunday,6,8,2.0634920634920637,3.0
4ce863e612,Saturday,6,8,2.5396825396825395,4.0
4ce863e612,Saturday,13,15,2.698412698412698,5.0
615db15a48,Saturday,6,8,0.06195786864931843,1.0
615db15a48,Saturday,7,9,0.18587360594795532,2.0
615db15a48,Saturday,8,10,0.3717472118959107,3.0
615db15a48,Saturday,9,11,0.43370508054522916,4.0
615db15a48,Saturday,10,12,0.43370508054522916,5.0
7543409772,Saturday,6,8,15.355805243445692,1.0
7543409772,Saturday,7,9,18.35205992509363,2.0
7543409772,Sunday,6,8,19.10112359550562,3.0
7543409772,Saturday,8,10,22.84644194756554,4.0
7543409772,Sunday,7,9,23.408239700374537,5.0
877bdb5fe8,Sunday,9,11,2.0,1.0
877bdb5fe8,Sunday,10,12,2.6666666666666665,2.0
877bdb5fe8,Sunday,13,15,2.6666666666666665,3.0
877bdb5fe8,Sunday,8,10,3.3333333333333335,4.0
877bdb5fe8,Sunday,11,13,3.3333333333333335,5.0
87adf1b6d0,Saturday,6,8,0.24875621890547264,1.0
87adf1b6d0,Saturday,7,9,0.4975124378109453,2.0
87adf1b6d0,Sunday,6,8,0.5576208178438661,3.0
87adf1b6d0,Saturday,8,10,0.5597014925373135,4.0
87adf1b6d0,Sunday,7,9,0.7434944237918216,5.0
8d245803d0,Saturday,9,11,0.5617977528089888,1.0
8d245803d0,Saturday,8,10,1.8726591760299627,2.0
8d245803d0,Saturday,7,9,2.4344569288389515,3.0
8d245803d0,Saturday,10,12,2.9962546816479403,4.0
8d245803d0,Saturday,6,8,3.370786516853933,5.0
956028aa4c,Sunday,6,8,3.1746031746031744,1.0
956028aa4c,Saturday,15,17,3.6507936507936503,2.0
956028aa4c,Saturday,14,16,4.1269841269841265,3.0
956028aa4c,Sunday,15,17,4.603174603174604,4.0
956028aa4c,Saturday,6,8,4.761904761904762,5.0
a9571abfa4,Saturday,6,8,1.4423076923076923,1.0
a9571abfa4,Saturday,7,9,1.6025641025641024,2.0
a9571abfa4,Saturday,8,10,1.6025641025641024,3.0
a9571abfa4,Saturday,9,11,1.7628205128205128,4.0
a9571abfa4,Saturday,15,17,1.9230769230769231,5.0
a96c3b900c,Sunday,6,8,0.0,1.0
a96c3b900c,Sunday,13,15,0.0,2.0
a96c3b900c,Sunday,14,16,0.0,3.0
a96c3b900c,Sunday,15,17,0.0,4.0
a96c3b900c,Saturday,6,8,0.16025641025641027,5.0
a9eb1fa250,Saturday,6,8,17.602996254681646,1.0
a9eb1fa250,Sunday,6,8,22.097378277153556,2.0
a9eb1fa250,Saturday,7,9,24.531835205992508,3.0
a9eb1fa250,Sunday,7,9,28.65168539325843,4.0
a9eb1fa250,Saturday,15,17,29.7752808988764,5.0
adcfa1983d,Sunday,9,11,1.3636363636363635,1.0
adcfa1983d,Sunday,10,12,1.3636363636363635,2.0
adcfa1983d,Sunday,11,13,1.515151515151515,3.0
adcfa1983d,Sunday,8,10,1.6666666666666667,4.0
adcfa1983d,Sunday,12,14,1.9696969696969695,5.0
bba10a9daf,Saturday,9,11,6.862745098039216,1.0
bba10a9daf,Sunday,9,11,6.944444444444444,2.0
bba10a9daf,Sunday,10,12,7.352941176470588,3.0
bba10a9daf,Saturday,10,12,8.006535947712417,4.0
bba10a9daf,Saturday,8,10,9.477124183006536,5.0
bc1fdb94c5,Saturday,6,8,2.4344569288389515,1.0
bc1fdb94c5,Sunday,9,11,2.9962546816479403,2.0
bc1fdb94c5,Sunday,8,10,3.370786516853933,3.0
bc1fdb94c5,Sunday,10,12,3.370786516853933,4.0
bc1fdb94c5,Saturday,7,9,3.558052434456929,5.0
bddc428b79,Sunday,6,8,3.703703703703704,1.0
bddc428b79,Sunday,7,9,4.938271604938272,2.0
bddc428b79,Sunday,8,10,8.024691358024691,3.0
bddc428b79,Sunday,9,11,11.111111111111112,4.0
bddc428b79,Sunday,12,14,11.728395061728394,5.0
f605e53f24,Sunday,9,11,32.02247191011236,1.0
f605e53f24,Sunday,10,12,32.02247191011236,2.0
f605e53f24,Sunday,11,13,32.39700374531835,3.0
f605e53f24,Sunday,12,14,32.95880149812734,4.0
f605e53f24,Sunday,13,15,35.95505617977528,5.0
